x,y,label
0.22751031020575618,0.8665447695105873,1
0.5065423330872885,0.17890869806712545,0
0.6806143024868544,0.9448522800299306,2
0.15828049909674435,0.8318322782940435,1
0.645991772906163,0.2466325958984017,0
0.6887443457759835,0.4417170524408528,0
0.08011856237650994,0.7339034890488986,1
0.28357696000687943,0.7063547435237663,0
0.2933293577944862,0.8924845973632529,1
0.48436497355408015,0.0693321163111299,0
0.7066706422055138,0.8924845973632529,2
0.18465336834465673,0.8903651946609157,1
0.27332467355655743,0.8933204559289412,1
0.2832105027136741,0.5527258380166933,0
0.3549140708375486,0.7637732786318809,1
0.5391978180833044,0.5858340258924563,2
0.7298405032933453,0.9336690588459184,2
0.946301836130877,0.4253666390949376,2
0.9396224183910413,0.42548881344531964,2
0.8768515473588008,0.7256467551564734,2
0.9739737651319524,0.5191838872469536,2
0.3578215226148508,0.2750922191133904,0
0.0023578055505655837,0.640049722423087,1
0.6656935942554529,0.2625076260050302,0
0.3482469164582393,0.7546092510782263,1
0.09999366839638507,0.6716813500566677,1
0.6614271234061369,0.7904701209437861,2
0.3574940323516188,0.8275327500782454,1
0.04767551951433391,0.5522107345155651,1
0.5673171944033234,0.045227399537590585,0
0.6424132607786607,0.39520988706481225,0
0.6411787515123111,0.2584583682786881,0
0.358821248487689,0.2584583682786881,0
0.7533623384061299,0.8894632732136047,2
0.8072456661389638,1.0,2
0.23377881096459685,0.8152245259745474,1
0.9311359724042685,0.6741922443670203,2
0.13506385894787004,0.7702594066444199,1
0.7137270747229963,0.4595933351236946,0
0.07704741232454948,0.5450975297036305,1
0.62367933056232,0.28004539792914973,0
0.5992476141007274,0.5673011610044,2
0.3100245345842306,0.1836644677513608,0
0.5171417328107794,0.12421668378503703,0
0.7877458179924475,0.8947156608476106,2
0.3980409337367078,0.7289757209087767,1
0.19042246707164046,0.8902242075204997,1
0.9034216742698973,0.7772898142709868,2
0.148493268217271,0.7220533229937062,1
0.9406010822204095,0.5757109239248535,2
0.37666756486397635,0.7544864921158314,1
0.7479705080124589,0.8993709531540588,2
0.5667515721489986,0.4306742651026827,2
0.9401639302569131,0.7731357307837758,2
0.007589512083186756,0.5361095940710846,1
0.05753155028897289,0.6675552346209571,1
0.16177752881066754,0.8735032865493056,1
0.9846577350142897,0.4014440548047342,2
0.47039487902719146,0.48750497515637836,1
0.29075546009955255,0.8631800780078238,1
0.31125565422401646,0.4417170524408528,0
0.7080451171077564,0.4540356844641379,0
0.7336374057109504,0.8390481041019604,2
0.3771695643146596,0.7343178311769483,1
0.9268937362537772,0.6426051624102903,2
0.555250438757833,0.1794396860975218,0
0.8896566365941461,0.777633438940392,2
0.44677787777158817,0.34996156171933235,1
0.08290114025834106,0.665590601672674,1
0.5852680061045941,0.5516940869863058,2
0.8036661800437532,0.8085846784161178,2
0.6019590662632922,0.7289757209087767,2
0.1902042062022653,0.8827535047920274,1
0.7295070738353483,0.8825084825980785,2
0.9424684497110272,0.6675552346209571,2
0.40869567199905565,0.2216149209238481,0
0.966675075539665,0.5060355061290147,2
0.33857287659386315,0.7904701209437861,1
0.5932149118638678,0.7442861201414912,2
0.7059624852737251,0.33521503990273843,0
0.026026234868047504,0.5191838872469536,1
0.22470316995654493,0.8398629498287067,1
0.5352062857049567,0.1330201382311793,0
0.3104024819234545,0.6441363419396284,0
0.32588008869366314,0.4744544457581571,0
0.7632185720800997,0.9099735978981578,2
0.6766882373399927,0.2649962841141781,0
0.08123657293746284,0.45643307528637345,1
0.3699574947591613,0.29529077676103904,0
0.35669897191518973,0.22877332100201625,0
0.7881441391902699,0.9545208176119819,2
0.5952669275316167,0.6313946934297617,2
0.3193856975131456,0.9448522800299306,1
0.29203312274310755,0.8732582029528227,1
0.724936935839304,0.9215943675761957,2
0.045300541825502416,0.49801054866763395,1
0.6895975180765455,0.6441363419396284,0
0.5496390602391349,0.4750714538909707,2
0.30458648535064925,0.43878222858354154,0
0.7895387600527721,0.8224438723493586,2
0.5655883343575949,0.17225362030583252,0
0.49802551564830744,0.0476164318425748,0
0.01618859973132475,0.4140468617658821,1
0.311306296109083,0.5414025379189712,0
0.04987999776000934,0.3965560011709096,1
0.335720552577615,0.3852751472917587,0
0.6076089187880351,0.18552795183923598,0
0.39153998747087104,0.6985924540979609,1
0.6878593873229082,0.41371651732338344,0
0.5510289910380869,0.5416248432902294,2
0.9718655333166364,0.307288465991467,2
0.9228390962419462,0.621578467647173,2
0.04654218465935561,0.4972752107309236,1
0.5348927050789613,0.453565111854946,2
0.32663055512087713,0.809952516062761,1
0.5789696947245353,0.3933051871253493,2
0.6183755529826324,0.6512082398540622,2
0.14789558503216022,0.89337726763339,1
0.805592791951728,0.8944277299522247,2
0.9533174856092024,0.6167352786468615,2
0.6006897785347739,0.3987134191992186,2
0.3445288977209815,0.4054938662449097,0
0.3230434907545557,0.32488169911379844,0
0.42205526046354996,0.21688529786369354,0
0.6899754654157694,0.1836644677513608,0
0.46346169511447527,0.3297108848731048,1
0.073070563669274,0.646067728442161,1
0.6447001951195662,0.328422712150437,0
0.9736253710250031,0.4437280341372566,2
0.5300326276630452,0.126001170567013,0
0.04595195907393296,0.4466832824327459,1
0.3733861604465054,0.8173103865565489,1
0.2778244473246573,0.5704189034152432,0
0.29973230217332403,0.41798997960408873,0
0.3105086585589302,0.9072791566849722,1
0.5354933585543482,0.1224960577176889,0
0.060943269304468584,0.4605401737630487,1
0.7696913160280849,0.8863939334568202,2
0.3206540034396642,0.28781399175152106,0
0.6580417698186108,0.356600077891328,0
0.31474821242718265,0.8991053706020398,1
0.5760250061924066,0.4793701138692508,2
0.7181534361377404,0.8428208255283415,2
0.7881644600091642,0.9106667357314391,2
0.4699673723369549,0.126001170567013,0
0.716419515457138,0.9648772789799347,2
0.5507850756883571,0.06564324108826625,0
0.9924104879168132,0.5361095940710846,2
0.6950588747068016,0.4759155031018024,0
0.3055023885474586,0.4176178547949224,0
0.17096978241062954,0.870693389435411,1
0.4332484278510013,0.4306742651026827,1
0.3018292371395215,0.4190336364291772,0
0.700267697826676,0.41798997960408873,0
0.09183607104035796,0.6860233474945027,1
0.34718057803853236,0.20714712572227828,0
0.03187886399153578,0.5398807823710544,1
0.43368837186350984,0.5791068801840245,1
0.5797434153991546,0.5070607656869583,2
0.043423221175343474,0.5313596981273774,1
0.37738831270840323,0.6201133118124866,1
0.09462735109800541,0.7151550643760473,1
