x,y,label
0.7488194740101247,0.12607378780965822,2
0.9083344461574676,0.23609009696391828,2
0.01045407581918657,0.9282482762381258,1
0.8837154002771521,0.9276792002069799,0
0.7705607807680919,0.06975543131372604,2
0.9245563747175635,0.9711990338593924,0
0.557737119736434,0.005164203114703679,2
0.45203249630622966,0.6260024520534726,0
0.15745642177164562,0.8983369072497124,1
0.8298451282297026,0.394490169266125,2
0.07229995768285165,0.6950725826242744,1
0.020473172470345316,0.10376936292819382,1
0.028632563544800958,0.5680492545609437,1
0.1773756437052858,0.5812660827753339,1
0.38963256197209833,0.47765417135504645,1
0.5305521659437314,0.23901307446533673,2
0.6662590914649488,0.16851599472827797,2
0.6079362880073215,0.5005066650125567,0
0.6311248126575788,0.9319761391826298,0
0.05633454552652963,0.2735901427837671,1
0.11247168095369062,0.9398186983645954,1
0.683029094050609,0.43767134076527164,2
0.33193197509902017,0.7425252620997635,1
0.9397449035605036,0.8945916637137654,0
0.8706089422360964,0.7815944897141569,0
0.8679829148463428,0.173369766104028,2
0.18047875389782606,0.2057283212497228,1
0.3857946190982419,0.268034222676042,2
0.09861927264512779,0.9023553735509359,1
0.9734468606190952,0.39038418607710157,2
0.7682648823542594,0.944776669839269,0
0.4480128645388116,0.12514238559430646,2
0.7959712397241409,0.4792455085379096,0
0.9110108606941106,0.8219445428513275,0
0.8125131136201262,0.7170147142811597,0
0.8187514676691167,0.8839183241110526,0
0.24813892851198938,0.3427483557850758,1
0.33893441836151444,0.8206582834717514,1
0.06236713426511708,0.7490093412398301,1
0.1510316675074901,0.1781717055617353,1
0.36971503119065846,0.2563817101407751,2
0.6460619967741726,0.8978106816158242,0
0.42970010238973066,0.9436211816513891,0
0.48434285729640164,0.8730818445942428,0
0.11623074198915298,0.45839948038550327,1
0.041173600829478386,0.03627504758425051,1
0.07559913500054109,0.5224468531111555,1
0.8687499772069033,0.568772872439776,0
0.8859197131964357,0.6142498035267351,0
0.9429960984185745,0.648200108006059,0
0.8668658475537566,0.5768783676112538,0
0.035916408486259176,0.5891562399857492,1
0.07641622002681084,0.21661570427050691,1
0.986511154969871,0.7524439348939511,0
0.11764107107182978,0.4929675018104053,1
0.06808596237038014,0.8212640148660016,1
0.4365388341034832,0.37415111585115396,2
0.15441563906091677,0.8805661461869356,1
0.47822594575007243,0.5906785626831443,0
0.868310486444647,0.48518353682250187,0
0.6767769086416638,0.5638710002826821,0
0.7044924621107677,0.9251628682923968,0
0.4531545213624441,0.618540298136947,0
0.219998551572513,0.5349714366177439,1
0.6336106098208573,0.04087285024754886,2
